#: name: Table 2
#: description: The measured total cross sections.  The first systematic uncertainty is the combined systematic uncertainty excluding luminosity, the second is the luminosity.
#: data_file: data2.yaml
#: data_license:   
#: keyword reactions: P P --> Z0 Z0 X
#: keyword observables: SIG
#: keyword energies: 
#: RE,P P --> Z0 Z0 X
'SQRT(S) [GEV]','SIG(total) [FB]','stat +','stat -','sys +','sys -','sys,lumi +','sys,lumi -'
7000.0,6.7,0.7,-0.7,0.4,-0.3,0.3,-0.3

